id,Gender,Course,Social_Support,Counseling_Service_Use,Family_History,Residence_Type
1329,Male,Computer Science,Low,No,No,Off-Campus
1331,Male,Computer Science,Moderate,Yes,No,Off-Campus
1334,Male,Others,Moderate,No,No,On-Campus
1338,Female,Business,High,No,No,On-Campus
1341,Female,Law,Moderate,Yes,Yes,Off-Campus
1346,Male,Law,Low,No,Yes,Off-Campus
1347,Female,Engineering,Moderate,No,Yes,Off-Campus
1348,Female,Others,Low,Yes,No,On-Campus
1350,Female,Others,Moderate,No,No,Off-Campus
1351,Female,Computer Science,Low,Yes,No,On-Campus
1352,Female,Engineering,Low,Yes,No,On-Campus
1353,Male,Business,Moderate,Yes,No,Off-Campus
1356,Male,Others,Moderate,Yes,No,Off-Campus
1357,Female,Engineering,Low,No,No,On-Campus
1361,Male,Law,High,No,Yes,Off-Campus
1364,Male,Others,Moderate,No,Yes,On-Campus
1366,Female,Law,Moderate,No,No,Off-Campus
1367,Male,Computer Science,High,Yes,Yes,Off-Campus
1369,Female,Computer Science,Low,Yes,No,Off-Campus
1374,Female,Law,Moderate,No,No,Off-Campus
1375,Male,Engineering,Moderate,No,No,On-Campus
1377,Female,Engineering,High,No,No,Off-Campus
1380,Male,Engineering,Low,Yes,No,Off-Campus
1381,Male,Others,High,No,Yes,Off-Campus
1384,Female,Law,High,No,Yes,Off-Campus
1385,Female,Law,Moderate,Yes,Yes,Off-Campus
1393,Female,Others,High,No,No,On-Campus
1400,Male,Business,Low,No,No,Off-Campus
1405,Female,Computer Science,Moderate,No,No,Off-Campus
1407,Male,Computer Science,Moderate,No,No,Off-Campus
1413,Female,Engineering,High,No,No,On-Campus
1417,Female,Computer Science,Low,Yes,No,On-Campus
1419,Male,Business,High,Yes,Yes,Off-Campus
1422,Male,Engineering,Moderate,No,No,Off-Campus
1428,Female,Law,Moderate,Yes,No,Off-Campus
1432,Female,Engineering,Moderate,No,Yes,Off-Campus
1435,Male,Computer Science,High,Yes,No,On-Campus
1436,Female,Law,Moderate,Yes,No,On-Campus
1437,Male,Computer Science,Moderate,No,Yes,On-Campus
1438,Female,Computer Science,Low,No,Yes,Off-Campus
1440,Female,Law,Low,No,No,Off-Campus
1444,Female,Engineering,Moderate,No,Yes,Off-Campus
1446,Female,Law,Low,Yes,Yes,Off-Campus
1449,Male,Computer Science,High,No,No,On-Campus
1450,Male,Business,High,Yes,Yes,Off-Campus
1452,Male,Law,Moderate,Yes,Yes,On-Campus
1453,Female,Engineering,Low,No,Yes,On-Campus
1455,Male,Law,High,No,No,Off-Campus
1464,Male,Engineering,Low,No,No,On-Campus
1465,Male,Law,High,No,No,On-Campus
1466,Male,Others,Moderate,Yes,No,Off-Campus
1467,Female,Computer Science,Low,Yes,No,Off-Campus
1469,Female,Business,Moderate,Yes,No,On-Campus
1470,Male,Business,Moderate,No,Yes,On-Campus
1472,Male,Business,Moderate,No,No,On-Campus
1474,Female,Computer Science,High,No,No,On-Campus
1476,Male,Business,Low,Yes,Yes,On-Campus
1477,Male,Computer Science,High,No,No,On-Campus
1480,Female,Others,High,No,No,On-Campus
1486,Male,Law,High,No,No,On-Campus
1487,Male,Law,Moderate,No,No,Off-Campus
1489,Male,Law,Moderate,No,No,On-Campus
1490,Female,Others,Moderate,No,No,Off-Campus
1491,Male,Engineering,Moderate,No,No,Off-Campus
1492,Male,Business,Moderate,Yes,No,On-Campus
1496,Female,Law,Moderate,Yes,No,Off-Campus
1498,Male,Computer Science,Moderate,No,No,Off-Campus
1502,Female,Computer Science,Moderate,No,No,Off-Campus
1504,Female,Law,Moderate,Yes,No,Off-Campus
1505,Male,Business,Low,No,No,Off-Campus
1507,Female,Computer Science,Moderate,Yes,No,On-Campus
1509,Male,Engineering,Moderate,Yes,No,Off-Campus
1512,Female,Law,High,Yes,No,Off-Campus
1515,Female,Computer Science,Moderate,Yes,No,On-Campus
1519,Male,Engineering,Moderate,No,No,On-Campus
1523,Female,Engineering,High,Yes,No,On-Campus
1525,Female,Others,High,No,No,On-Campus
1528,Female,Law,Moderate,Yes,Yes,On-Campus
1530,Female,Business,High,Yes,Yes,Off-Campus
1532,Female,Law,Moderate,No,No,Off-Campus
1534,Male,Engineering,High,No,No,Off-Campus
1535,Male,Business,High,No,Yes,Off-Campus
1537,Female,Engineering,Low,Yes,No,Off-Campus
1538,Male,Engineering,Moderate,Yes,Yes,Off-Campus
1539,Male,Engineering,Moderate,Yes,Yes,On-Campus
1541,Female,Computer Science,Low,No,No,Off-Campus
1544,Female,Engineering,Moderate,Yes,No,On-Campus
1546,Male,Others,Low,Yes,No,Off-Campus
1548,Female,Computer Science,Moderate,Yes,Yes,On-Campus
1550,Female,Others,Moderate,No,No,On-Campus
1551,Male,Engineering,Moderate,Yes,No,Off-Campus
1557,Male,Law,Moderate,No,No,On-Campus
1560,Male,Computer Science,Low,No,No,On-Campus
1561,Male,Engineering,Moderate,No,Yes,Off-Campus
1565,Male,Others,High,No,No,On-Campus
1566,Male,Others,Moderate,Yes,No,Off-Campus
1568,Male,Engineering,Low,No,No,On-Campus
1569,Female,Business,High,No,Yes,Off-Campus
1570,Male,Business,Moderate,Yes,Yes,On-Campus
1575,Male,Others,Moderate,Yes,No,On-Campus
1577,Female,Computer Science,Moderate,Yes,No,Off-Campus
1578,Female,Law,Low,Yes,No,Off-Campus
1579,Male,Computer Science,Moderate,No,Yes,Off-Campus
1586,Male,Computer Science,Moderate,Yes,No,Off-Campus
1587,Female,Law,High,Yes,No,Off-Campus
1590,Male,Law,High,No,No,On-Campus
1591,Male,Others,High,Yes,No,On-Campus
1592,Male,Business,Moderate,Yes,Yes,On-Campus
1593,Male,Engineering,High,No,No,Off-Campus
1594,Female,Business,Moderate,No,No,Off-Campus
1595,Female,Computer Science,High,Yes,No,Off-Campus
1597,Female,Engineering,Low,No,Yes,On-Campus
1599,Male,Computer Science,High,No,No,On-Campus
1603,Female,Law,Moderate,No,No,Off-Campus
1605,Female,Computer Science,High,No,No,Off-Campus
1610,Female,Engineering,Moderate,No,Yes,On-Campus
1611,Male,Law,Moderate,No,Yes,On-Campus
1612,Female,Computer Science,Moderate,No,No,Off-Campus
1613,Male,Engineering,Low,No,No,Off-Campus
1615,Female,Engineering,High,No,No,On-Campus
1616,Female,Computer Science,High,No,No,Off-Campus
1624,Female,Law,Low,No,No,On-Campus
1627,Female,Law,Moderate,No,No,Off-Campus
1628,Female,Law,High,Yes,No,Off-Campus
1629,Female,Law,Moderate,No,No,Off-Campus
1633,Male,Others,Moderate,Yes,No,On-Campus
1636,Female,Business,High,Yes,Yes,On-Campus
1637,Male,Others,High,No,No,On-Campus
1638,Male,Business,Moderate,No,No,Off-Campus
1639,Male,Law,High,No,Yes,On-Campus
1643,Male,Law,Moderate,No,No,On-Campus
1644,Female,Computer Science,Moderate,No,Yes,Off-Campus
1646,Male,Law,Moderate,No,No,Off-Campus
1648,Male,Law,Low,No,No,On-Campus
1649,Male,Engineering,High,Yes,No,On-Campus
1651,Male,Law,Low,No,No,Off-Campus
1654,Male,Engineering,High,Yes,No,Off-Campus
1656,Female,Computer Science,Moderate,No,No,Off-Campus
1666,Male,Engineering,High,No,No,Off-Campus
1667,Female,Others,High,No,No,On-Campus
1672,Male,Business,Moderate,No,Yes,Off-Campus
1673,Female,Law,High,No,Yes,On-Campus
1678,Female,Computer Science,High,No,Yes,On-Campus
1681,Female,Law,High,No,Yes,Off-Campus
1683,Female,Business,Moderate,No,No,On-Campus
1684,Male,Engineering,Moderate,Yes,No,On-Campus
1687,Male,Engineering,Low,No,No,Off-Campus
1688,Female,Others,Moderate,Yes,No,Off-Campus
1695,Female,Law,Moderate,No,Yes,Off-Campus
1700,Male,Engineering,High,Yes,Yes,On-Campus
1701,Male,Law,High,Yes,No,Off-Campus
1702,Female,Engineering,Moderate,Yes,No,On-Campus
1703,Female,Others,Moderate,No,No,On-Campus
1705,Male,Computer Science,Moderate,Yes,No,Off-Campus
1709,Female,Computer Science,Moderate,Yes,Yes,On-Campus
1712,Female,Engineering,Moderate,No,No,Off-Campus
1713,Female,Others,Moderate,No,No,On-Campus
1714,Female,Law,Moderate,Yes,No,Off-Campus
1715,Female,Others,Moderate,No,No,Off-Campus
1717,Female,Others,Moderate,Yes,No,On-Campus
1722,Male,Engineering,Moderate,No,No,Off-Campus
1723,Male,Engineering,Moderate,No,No,Off-Campus
1727,Female,Computer Science,Low,No,Yes,Off-Campus
1728,Female,Others,High,Yes,No,Off-Campus
1730,Male,Computer Science,Low,No,No,Off-Campus
1731,Male,Engineering,Moderate,No,Yes,Off-Campus
1735,Female,Law,Moderate,No,No,Off-Campus
1736,Female,Business,Moderate,Yes,Yes,Off-Campus
1737,Female,Law,High,No,Yes,Off-Campus
1740,Male,Law,Moderate,No,No,On-Campus
1743,Female,Engineering,Moderate,No,Yes,On-Campus
1746,Female,Engineering,High,Yes,No,Off-Campus
1751,Male,Business,Low,Yes,Yes,Off-Campus
1752,Female,Business,Moderate,No,No,Off-Campus
1753,Female,Computer Science,Moderate,Yes,No,Off-Campus
1757,Male,Computer Science,High,No,No,On-Campus
1761,Male,Law,High,No,Yes,On-Campus
1763,Male,Business,High,No,No,Off-Campus
1766,Male,Others,High,Yes,No,On-Campus
1767,Female,Engineering,Moderate,No,Yes,On-Campus
1772,Female,Engineering,Low,No,No,Off-Campus
1773,Female,Law,Moderate,No,No,Off-Campus
1775,Female,Others,Low,No,No,Off-Campus
1776,Male,Others,High,No,No,On-Campus
1780,Male,Computer Science,Moderate,No,Yes,Off-Campus
1781,Male,Others,High,Yes,Yes,On-Campus
1782,Female,Law,Low,No,Yes,On-Campus
1785,Female,Business,Moderate,No,No,Off-Campus
1786,Female,Others,Low,Yes,No,Off-Campus
1790,Female,Computer Science,Low,No,No,Off-Campus
1793,Male,Law,Moderate,No,No,Off-Campus
1794,Male,Computer Science,Moderate,No,Yes,On-Campus
1796,Male,Law,High,No,Yes,Off-Campus
1797,Male,Law,Low,No,No,On-Campus
1798,Female,Law,High,Yes,No,Off-Campus
1799,Male,Law,Moderate,Yes,No,Off-Campus
1800,Female,Law,Moderate,Yes,Yes,Off-Campus
1801,Male,Others,High,No,Yes,Off-Campus
1806,Female,Business,High,No,Yes,Off-Campus
1809,Female,Law,Moderate,No,No,On-Campus
1811,Female,Law,Moderate,No,No,On-Campus
1812,Male,Law,Moderate,No,Yes,On-Campus
1813,Female,Business,High,Yes,No,On-Campus
1818,Female,Computer Science,Moderate,No,No,On-Campus
1819,Male,Engineering,Low,Yes,Yes,On-Campus
1820,Female,Law,High,No,No,Off-Campus
1823,Female,Computer Science,High,No,No,Off-Campus
1826,Male,Law,High,Yes,No,Off-Campus
1828,Female,Law,Moderate,No,Yes,Off-Campus
1830,Male,Law,High,No,Yes,On-Campus
1833,Male,Computer Science,Moderate,No,No,On-Campus
1837,Female,Engineering,Moderate,No,No,Off-Campus
1839,Female,Law,High,Yes,No,Off-Campus
1841,Male,Law,Moderate,No,No,Off-Campus
1842,Male,Law,High,Yes,No,Off-Campus
1852,Female,Law,Low,No,No,Off-Campus
1856,Male,Law,Moderate,No,Yes,On-Campus
1860,Male,Law,Low,Yes,No,Off-Campus
1861,Female,Business,High,Yes,No,Off-Campus
1862,Female,Law,Moderate,No,No,On-Campus
1863,Male,Computer Science,Moderate,Yes,No,Off-Campus
1864,Male,Others,Moderate,No,No,Off-Campus
1866,Female,Law,High,No,No,On-Campus
1867,Male,Law,Moderate,No,Yes,On-Campus
1868,Female,Law,Moderate,Yes,No,Off-Campus
1870,Male,Business,Moderate,Yes,Yes,On-Campus
1871,Male,Business,High,Yes,Yes,Off-Campus
1877,Female,Others,Moderate,No,Yes,On-Campus
1879,Male,Law,Low,No,No,Off-Campus
1882,Female,Others,Moderate,Yes,No,On-Campus
1892,Male,Engineering,Moderate,Yes,No,On-Campus
1893,Male,Engineering,Low,No,No,Off-Campus
1896,Female,Law,High,Yes,Yes,On-Campus
1899,Female,Others,Moderate,Yes,Yes,On-Campus
1901,Female,Law,High,Yes,Yes,On-Campus
1905,Female,Computer Science,Moderate,No,No,Off-Campus
1910,Male,Law,High,Yes,Yes,On-Campus
1914,Male,Business,High,No,No,Off-Campus
1915,Female,Others,High,No,No,On-Campus
1916,Male,Engineering,Moderate,Yes,No,Off-Campus
1920,Female,Business,Moderate,No,Yes,On-Campus
1926,Female,Engineering,High,Yes,Yes,On-Campus
1931,Male,Business,Moderate,No,No,On-Campus
1940,Male,Engineering,Low,Yes,No,Off-Campus
1943,Female,Computer Science,High,No,No,Off-Campus
1944,Female,Engineering,Moderate,No,Yes,On-Campus
1945,Female,Law,Moderate,Yes,No,Off-Campus
1946,Male,Computer Science,High,Yes,Yes,On-Campus
1948,Female,Law,Moderate,Yes,No,Off-Campus
1950,Male,Engineering,High,No,No,Off-Campus
1951,Male,Law,Moderate,No,Yes,On-Campus
1954,Female,Engineering,High,No,No,Off-Campus
1955,Female,Computer Science,Low,Yes,Yes,On-Campus
1956,Male,Computer Science,Moderate,No,Yes,On-Campus
1957,Male,Computer Science,Low,No,Yes,On-Campus
1958,Female,Law,High,No,Yes,Off-Campus
1959,Female,Others,Moderate,No,No,Off-Campus
1960,Female,Law,Moderate,No,No,Off-Campus
1963,Male,Business,Moderate,No,No,On-Campus
1965,Male,Law,Moderate,No,Yes,On-Campus
1972,Male,Computer Science,High,No,Yes,On-Campus
1973,Female,Engineering,Moderate,Yes,Yes,Off-Campus
1974,Male,Engineering,High,No,No,On-Campus
1976,Female,Others,Moderate,No,Yes,On-Campus
1983,Female,Engineering,Moderate,Yes,No,On-Campus
1984,Female,Engineering,Moderate,Yes,Yes,On-Campus
1986,Female,Business,Moderate,Yes,No,On-Campus
1989,Male,Business,Moderate,No,Yes,Off-Campus
1991,Male,Engineering,Moderate,No,No,Off-Campus
1992,Female,Others,Moderate,Yes,Yes,On-Campus
1996,Male,Others,High,No,No,Off-Campus
1997,Female,Engineering,Moderate,Yes,No,Off-Campus
1998,Female,Others,High,Yes,Yes,On-Campus
1999,Male,Computer Science,Moderate,No,No,Off-Campus
2002,Female,Business,Moderate,No,Yes,On-Campus
2003,Female,Computer Science,High,No,Yes,Off-Campus
2005,Male,Law,Moderate,No,No,Off-Campus
2006,Female,Computer Science,Low,Yes,No,On-Campus
2009,Female,Others,High,No,No,Off-Campus
2010,Female,Others,High,No,No,Off-Campus
2012,Male,Engineering,Moderate,No,No,Off-Campus
2013,Male,Business,High,No,Yes,Off-Campus
2014,Male,Others,Moderate,Yes,No,On-Campus
2016,Male,Engineering,Moderate,Yes,No,Off-Campus
2019,Female,Others,Low,No,No,On-Campus
2020,Male,Computer Science,Low,No,No,Off-Campus
2022,Female,Others,High,No,No,On-Campus
2023,Male,Engineering,Low,Yes,No,On-Campus
2025,Male,Engineering,High,Yes,Yes,On-Campus
2026,Male,Law,Moderate,No,No,On-Campus
2030,Female,Business,High,No,No,On-Campus
2031,Male,Computer Science,Moderate,No,No,On-Campus
2033,Male,Engineering,Low,No,No,On-Campus
2035,Female,Engineering,Moderate,Yes,Yes,On-Campus
2038,Female,Computer Science,Low,No,No,Off-Campus
2044,Male,Others,High,No,No,On-Campus
2045,Male,Business,Moderate,No,No,On-Campus
2049,Female,Others,High,No,No,On-Campus
2050,Male,Law,Moderate,Yes,No,Off-Campus
2051,Female,Law,High,Yes,No,On-Campus
2052,Male,Others,Moderate,No,No,On-Campus
2053,Male,Engineering,Moderate,Yes,No,On-Campus
2056,Female,Computer Science,Low,No,No,On-Campus
2057,Male,Engineering,Low,Yes,No,On-Campus
2061,Male,Law,High,No,No,On-Campus
2062,Male,Business,Moderate,Yes,No,Off-Campus
2064,Female,Business,High,No,No,On-Campus
2066,Male,Business,Moderate,No,No,Off-Campus
2067,Male,Business,Moderate,No,No,Off-Campus
2068,Male,Computer Science,Moderate,Yes,No,On-Campus
2069,Male,Engineering,Moderate,Yes,Yes,Off-Campus
2072,Male,Law,Moderate,No,Yes,Off-Campus
2073,Female,Others,High,No,No,On-Campus
2074,Male,Computer Science,Moderate,Yes,No,Off-Campus
2075,Female,Others,Moderate,No,No,Off-Campus
2077,Male,Law,High,No,No,On-Campus
2081,Female,Engineering,Low,No,No,Off-Campus
2082,Female,Others,Moderate,No,Yes,On-Campus
2083,Male,Business,High,No,No,Off-Campus
2085,Female,Law,Low,No,Yes,Off-Campus
2086,Female,Computer Science,Moderate,Yes,Yes,On-Campus
2093,Female,Computer Science,Moderate,No,No,On-Campus
2094,Female,Computer Science,Moderate,No,No,On-Campus
2095,Male,Engineering,High,Yes,No,On-Campus
2096,Female,Computer Science,Moderate,No,Yes,Off-Campus
2098,Female,Business,Moderate,No,No,Off-Campus
2099,Female,Business,High,No,No,Off-Campus
2100,Male,Law,High,Yes,No,Off-Campus
2102,Female,Computer Science,Moderate,Yes,Yes,On-Campus
2103,Male,Engineering,Moderate,No,No,On-Campus
2104,Male,Others,High,Yes,No,Off-Campus
2111,Female,Business,Low,No,No,On-Campus
2114,Male,Business,Low,Yes,No,On-Campus
2118,Male,Computer Science,Moderate,No,No,Off-Campus
2119,Male,Computer Science,Moderate,Yes,Yes,On-Campus
2121,Male,Business,Low,Yes,No,On-Campus
2124,Male,Computer Science,Low,Yes,No,Off-Campus
2131,Female,Law,High,No,No,On-Campus
2133,Female,Others,High,Yes,Yes,On-Campus
2135,Male,Computer Science,Low,No,Yes,Off-Campus
2136,Male,Engineering,Moderate,Yes,Yes,Off-Campus
2139,Male,Business,High,No,No,Off-Campus
2141,Female,Business,Moderate,No,No,Off-Campus
2143,Male,Computer Science,Moderate,No,No,On-Campus
2145,Male,Engineering,Moderate,No,No,On-Campus
2146,Female,Engineering,Moderate,No,No,Off-Campus
2152,Male,Computer Science,High,Yes,Yes,Off-Campus
2154,Male,Business,Moderate,Yes,Yes,On-Campus
2157,Female,Law,Moderate,No,Yes,On-Campus
2161,Male,Engineering,High,Yes,No,Off-Campus
2164,Male,Law,Moderate,Yes,Yes,On-Campus
2170,Male,Business,Moderate,Yes,No,On-Campus
2172,Female,Law,Low,Yes,Yes,Off-Campus
2186,Female,Others,Moderate,No,No,Off-Campus
2189,Male,Law,Low,No,No,Off-Campus
2191,Male,Others,Low,No,No,On-Campus
2194,Male,Computer Science,Moderate,Yes,No,Off-Campus
2195,Female,Computer Science,High,No,No,On-Campus
2196,Male,Law,High,No,No,Off-Campus
2198,Female,Law,Moderate,Yes,No,Off-Campus
2199,Female,Law,Low,Yes,No,Off-Campus
2200,Female,Business,High,No,Yes,On-Campus
2204,Male,Law,Moderate,No,No,On-Campus
2207,Female,Computer Science,High,No,Yes,On-Campus
2209,Female,Others,Low,No,No,On-Campus
2210,Male,Law,Moderate,No,Yes,Off-Campus
2213,Male,Business,High,Yes,No,Off-Campus
2215,Male,Business,High,No,No,On-Campus
2216,Male,Others,High,No,No,On-Campus
2218,Male,Engineering,High,Yes,Yes,Off-Campus
2219,Male,Computer Science,High,No,Yes,On-Campus
2220,Female,Others,High,No,No,On-Campus
2222,Female,Computer Science,Moderate,No,Yes,On-Campus
2227,Male,Law,High,No,No,On-Campus
2228,Female,Computer Science,Moderate,No,No,On-Campus
2230,Male,Computer Science,Moderate,No,No,Off-Campus
2231,Male,Law,Moderate,No,No,On-Campus
2232,Female,Others,Low,No,No,Off-Campus
2233,Male,Law,Low,Yes,Yes,On-Campus
2234,Female,Business,Moderate,Yes,No,Off-Campus
2240,Male,Engineering,High,No,Yes,On-Campus
2241,Male,Computer Science,Moderate,No,No,On-Campus
2246,Male,Engineering,Moderate,No,No,On-Campus
2249,Female,Business,Moderate,No,No,Off-Campus
2250,Female,Computer Science,Moderate,Yes,No,On-Campus
2253,Female,Engineering,High,Yes,No,Off-Campus
2256,Female,Law,Low,No,No,On-Campus
2259,Male,Others,Low,Yes,No,Off-Campus
2260,Female,Law,Moderate,Yes,No,Off-Campus
2262,Female,Others,Moderate,No,No,On-Campus
2264,Male,Law,Moderate,Yes,No,On-Campus
2267,Male,Engineering,Low,No,No,Off-Campus
2270,Male,Engineering,High,No,Yes,Off-Campus
2271,Male,Engineering,Low,No,Yes,Off-Campus
2286,Female,Others,High,No,No,Off-Campus
2287,Female,Law,Moderate,No,No,Off-Campus
2291,Male,Computer Science,Low,No,No,Off-Campus
2292,Female,Business,Moderate,Yes,No,On-Campus
2296,Male,Business,Moderate,No,Yes,Off-Campus
2297,Female,Computer Science,Low,No,No,On-Campus
2301,Male,Law,Low,No,Yes,On-Campus
2303,Male,Law,High,No,No,Off-Campus
2304,Female,Computer Science,Moderate,No,No,Off-Campus
2305,Male,Others,High,No,No,On-Campus
2306,Female,Computer Science,Moderate,No,Yes,On-Campus
2308,Male,Business,Moderate,No,Yes,Off-Campus
2314,Female,Law,High,Yes,No,On-Campus
2315,Female,Business,Moderate,Yes,No,On-Campus
2322,Male,Computer Science,High,Yes,No,On-Campus
2323,Male,Computer Science,High,Yes,Yes,On-Campus
2326,Male,Computer Science,Moderate,Yes,No,On-Campus
2329,Male,Others,Moderate,No,No,On-Campus
2337,Male,Engineering,Moderate,No,No,Off-Campus
2338,Male,Engineering,Moderate,No,Yes,On-Campus
2344,Male,Computer Science,Moderate,No,No,On-Campus
2346,Male,Engineering,Moderate,No,No,Off-Campus
2347,Female,Engineering,Moderate,Yes,Yes,On-Campus
2349,Female,Computer Science,Moderate,Yes,No,Off-Campus
2351,Female,Business,Moderate,No,No,On-Campus
2352,Female,Law,Moderate,No,No,On-Campus
2354,Male,Engineering,High,No,No,Off-Campus
2356,Female,Business,Low,No,No,On-Campus
2358,Male,Engineering,High,No,No,Off-Campus
2359,Male,Engineering,High,Yes,Yes,On-Campus
2364,Male,Law,Moderate,No,Yes,On-Campus
2366,Female,Business,High,Yes,Yes,Off-Campus
2368,Male,Others,Moderate,No,No,Off-Campus
2375,Female,Business,High,No,No,Off-Campus
2377,Male,Computer Science,High,Yes,No,Off-Campus
2379,Male,Computer Science,High,Yes,Yes,Off-Campus
2381,Male,Computer Science,Moderate,Yes,No,On-Campus
2384,Female,Law,High,No,No,Off-Campus
2387,Female,Law,High,Yes,Yes,On-Campus
2388,Male,Computer Science,Moderate,No,No,On-Campus
2389,Female,Law,Low,Yes,No,Off-Campus
2394,Male,Law,High,Yes,No,On-Campus
2398,Female,Law,Moderate,No,No,On-Campus
2399,Female,Law,Moderate,Yes,Yes,Off-Campus
2401,Male,Computer Science,Low,Yes,Yes,On-Campus
2402,Female,Others,Moderate,No,Yes,On-Campus
2403,Male,Computer Science,Low,No,No,On-Campus
2405,Female,Law,Moderate,No,No,Off-Campus
2406,Male,Business,Moderate,Yes,No,On-Campus
2407,Female,Computer Science,High,No,Yes,On-Campus
2409,Male,Computer Science,Moderate,No,Yes,On-Campus
2410,Female,Business,High,No,No,Off-Campus
2412,Female,Computer Science,Moderate,No,No,Off-Campus
2417,Female,Law,Low,No,No,On-Campus
2418,Female,Law,Low,No,No,On-Campus
2419,Female,Engineering,Low,No,No,Off-Campus
2420,Male,Computer Science,Moderate,Yes,No,Off-Campus
2423,Female,Engineering,Low,No,No,On-Campus
2425,Female,Others,High,No,No,Off-Campus
2429,Male,Others,High,No,Yes,On-Campus
2430,Female,Computer Science,Moderate,No,No,On-Campus
2438,Male,Law,Moderate,No,No,On-Campus
2439,Male,Others,Moderate,No,No,On-Campus
2442,Male,Others,Moderate,Yes,No,Off-Campus
2444,Female,Business,Moderate,Yes,No,On-Campus
2449,Male,Computer Science,Low,No,No,On-Campus
2452,Female,Others,Moderate,Yes,No,Off-Campus
2453,Female,Law,Moderate,No,No,Off-Campus
2454,Male,Engineering,Moderate,No,No,Off-Campus
2455,Male,Computer Science,Low,No,Yes,On-Campus
2457,Female,Business,Low,Yes,No,Off-Campus
2460,Female,Law,Moderate,Yes,No,On-Campus
2461,Female,Business,Moderate,No,No,Off-Campus
2464,Male,Business,Moderate,Yes,No,Off-Campus
2468,Female,Law,High,No,No,Off-Campus
2471,Male,Engineering,High,Yes,No,On-Campus
2480,Male,Computer Science,High,No,No,Off-Campus
2483,Female,Law,Low,No,Yes,Off-Campus
2487,Female,Computer Science,Moderate,No,No,On-Campus
2488,Male,Computer Science,Moderate,Yes,No,On-Campus
2489,Male,Computer Science,High,Yes,Yes,On-Campus
2490,Female,Law,Low,No,No,Off-Campus
2491,Male,Law,Moderate,Yes,Yes,Off-Campus
2493,Male,Business,Moderate,Yes,Yes,Off-Campus
2496,Male,Business,High,No,No,On-Campus
2500,Female,Computer Science,Moderate,No,Yes,Off-Campus
2501,Female,Law,Moderate,Yes,No,On-Campus
2502,Female,Others,High,Yes,No,Off-Campus
2504,Female,Computer Science,High,No,Yes,Off-Campus
2510,Male,Computer Science,Moderate,No,No,Off-Campus
2512,Male,Engineering,Moderate,Yes,No,On-Campus
2513,Male,Others,High,No,Yes,On-Campus
2515,Female,Computer Science,High,No,No,Off-Campus
2516,Female,Law,Low,No,Yes,Off-Campus
2519,Male,Others,Moderate,Yes,Yes,On-Campus
2527,Female,Others,High,Yes,Yes,On-Campus
2528,Female,Business,Moderate,Yes,No,On-Campus
2533,Female,Engineering,Moderate,No,No,On-Campus
2534,Female,Engineering,High,Yes,Yes,Off-Campus
2543,Female,Others,Moderate,No,No,Off-Campus
2547,Female,Computer Science,Moderate,Yes,No,Off-Campus
2548,Female,Business,Moderate,Yes,Yes,Off-Campus
2549,Male,Law,Moderate,No,No,Off-Campus
2551,Female,Computer Science,Moderate,Yes,Yes,Off-Campus
2552,Male,Engineering,Moderate,Yes,No,Off-Campus
2553,Male,Computer Science,Moderate,No,No,Off-Campus
2555,Female,Law,High,No,No,Off-Campus
2556,Male,Computer Science,Moderate,No,Yes,Off-Campus
2560,Male,Computer Science,High,No,Yes,On-Campus
2561,Male,Computer Science,Moderate,No,Yes,Off-Campus
2567,Male,Law,Low,No,Yes,Off-Campus
2569,Female,Law,High,Yes,No,Off-Campus
2570,Female,Computer Science,Moderate,No,Yes,On-Campus
2571,Male,Law,Moderate,No,No,On-Campus
2572,Female,Law,Low,No,No,On-Campus
2575,Female,Others,Moderate,Yes,No,Off-Campus
2576,Male,Others,High,No,No,Off-Campus
2581,Male,Engineering,Moderate,Yes,No,On-Campus
2583,Male,Engineering,Low,No,Yes,Off-Campus
2585,Male,Computer Science,Low,Yes,No,On-Campus
2586,Male,Computer Science,Low,No,Yes,Off-Campus
2589,Male,Law,Low,No,No,On-Campus
2590,Female,Engineering,Moderate,Yes,Yes,On-Campus
2592,Male,Others,High,Yes,No,Off-Campus
2593,Female,Law,Low,No,No,Off-Campus
2594,Male,Computer Science,Moderate,Yes,No,On-Campus
2595,Female,Engineering,Low,No,Yes,On-Campus
2597,Female,Engineering,Moderate,No,No,On-Campus
2601,Male,Computer Science,High,No,No,Off-Campus
2605,Male,Engineering,High,No,Yes,Off-Campus
2606,Male,Engineering,Moderate,No,Yes,On-Campus
2612,Female,Law,Moderate,Yes,No,Off-Campus
2613,Male,Engineering,Low,No,Yes,On-Campus
2616,Male,Law,High,No,No,On-Campus
2619,Female,Engineering,High,No,No,Off-Campus
2621,Female,Engineering,Low,No,Yes,Off-Campus
2623,Male,Business,Moderate,No,No,On-Campus
2625,Female,Business,High,No,No,On-Campus
2630,Male,Engineering,Moderate,Yes,No,Off-Campus
2633,Female,Business,Moderate,No,No,Off-Campus
2636,Male,Business,Moderate,No,No,Off-Campus
2638,Female,Computer Science,High,No,No,Off-Campus
2640,Male,Business,Moderate,No,No,Off-Campus
2642,Female,Engineering,Low,No,No,On-Campus
2643,Male,Law,High,Yes,No,Off-Campus
2644,Female,Engineering,Moderate,No,No,Off-Campus
2646,Female,Law,Moderate,No,No,Off-Campus
2650,Female,Business,Moderate,No,Yes,Off-Campus
2651,Male,Computer Science,High,No,No,On-Campus
